return,risk,sharpe,weight_Axis Bluechip,weight_HDFC Top 100 Direct,weight_ICICI Bluechip,weight_Kotak Bluechip,weight_SBI Bluechip
0.19586336893661907,0.12928996988396455,1.0121695368485786,0.07982511088235236,0.512038389408036,0.22398576258681618,0.15529660367057369,0.028854133452221646
0.12387695110041134,0.10545706525487233,0.5583025751581031,0.03862363100469525,0.013627600535516132,0.45803500712174317,0.20931053128551969,0.28040323005252576
0.20796479758118255,0.14071593127263327,1.015981604131178,0.003617174745493152,0.6092981371808732,0.31067513539839897,0.04150978725580583,0.03489976541942879
0.15038448284105443,0.11067240607563249,0.7715065197254632,0.09130535365891998,0.16347231116827193,0.33524562803005736,0.2548551368318312,0.15512157031091953
0.09994620365167,0.0606383416861814,0.5763053982004545,0.3774412659073136,0.05991806412233186,0.13780201381663426,0.18197712503584343,0.24286153111787692
0.13157004671180694,0.07932737890271935,0.839181221321368,0.44866959884451435,0.06497982308287199,0.2106410988618471,0.26183344455350954,0.013876034657257036
0.0912640902813488,0.07947050393844085,0.3304885332260305,0.12415030171770237,0.024816076552493415,0.008928196833663,0.3947088669249881,0.44739655797115313
0.1137426099755617,0.06543684470509627,0.7448802000651108,0.4290390313871077,0.09433014179493782,0.02668682267093413,0.2993195064285131,0.15062449771850714
0.1741489233944882,0.13440668031998892,0.8120796015096253,0.0366773356108662,0.19262589915227982,0.009861347951237208,0.6764472124215057,0.08438820486411104
0.13750803206858556,0.08723162477066068,0.8312126738349228,0.34056969898335854,0.11711665616833913,0.23016303081695685,0.24806942440548072,0.06408118962586479
0.13739475789655145,0.0874642472045792,0.82770686549465,0.3188801661563586,0.13623639546197752,0.2560945796647069,0.2056130143723326,0.08317584434462444
0.07734247289474233,0.020696258844605186,0.5963625110902395,0.7725469084043958,0.02807707500377312,0.06610062970155195,0.014024669853168314,0.11925071703711078
0.14780851989797852,0.11252228136740884,0.735929976638061,0.1471558964473492,0.09465732261740889,0.5276348536605178,0.13193488743778023,0.09861703983694381
0.05934671828958156,0.0700769265466266,-0.08067251218069556,0.11231135792220576,0.021804361966739755,0.23261383624743365,0.011121346188133076,0.6221490976754877
0.10312292654112841,0.06979994126480953,0.5461741922746938,0.3199884749253099,0.047915407280351784,0.001197654701978078,0.36549741287646903,0.2654010502158912
0.159201239166376,0.08669088607777052,1.0866337100519186,0.38123220229584165,0.43073849983564316,0.022462086588681755,0.1296093960770576,0.03595781520277582
0.12157743319441468,0.05717158414782586,0.9896075828181546,0.5226362610008194,0.2565968400568992,0.10560822372417089,0.017259241636898476,0.09789943358121207
0.16562739992599357,0.11922355373157083,0.8440228191197346,0.0710287134264614,0.23618961924636322,0.18327912650584524,0.3940934258527535,0.11540911496857661
0.1398353097729592,0.10301899928794285,0.7264224103341467,0.02495213593630262,0.2447027135180663,0.28021263795055373,0.16139881009591894,0.2887337024991584
0.15493447658422727,0.09178689386610524,0.9798182811962217,0.3214084353096104,0.34919781726174637,0.2633406402060097,0.012155365281990824,0.05389774194064276
0.10115158821630288,0.08322817850713572,0.43436716824462707,0.007076304202977673,0.22419294561766095,0.08362875210436845,0.1574284385308182,0.5276735595441746
0.1698435871886938,0.125938250296336,0.8324999509044637,0.11184660028967981,0.20606397930421358,0.5495028582939838,0.10134073662090003,0.031245825491222737
0.14157026343545423,0.11554439305804248,0.6626912947388973,0.058713551220377254,0.030169883362152393,0.455607088916232,0.28330320063983727,0.17220627586140125
0.14319844923711159,0.08797527077523608,0.8888685257576207,0.2976712500394967,0.23621491053985277,0.0299620645420616,0.3236863896857358,0.11246538519285325
0.16148457249459153,0.08901308145510253,1.0839370002403248,0.35278141438065436,0.4848900068874387,0.0819621959592603,0.024968336915346508,0.055398045857300286
0.1600901156482784,0.11009717163350766,0.8636926293149032,0.1124441137506244,0.34392420405967256,0.39792312563899834,0.0014082134719687472,0.14430034307873582
0.051606693919206414,0.06770577747876026,-0.19781629544088988,0.12881590402881613,0.05988514792382685,0.03044248980449204,0.09821024662476782,0.6826462116180972
0.08157158013184006,0.07543133999012375,0.21969091539418203,0.06142266546380802,0.11508618098177147,0.19102344327425885,0.0711132947712196,0.5613544155089422
0.09930704684749217,0.04058497519806719,0.8453139783888792,0.6626426653989869,0.05856380619671727,0.13883942948821695,0.07226669141270448,0.06768740750337426
0.17530032344161162,0.12130187484303592,0.909304358109384,0.018279737291889912,0.4574214943180085,0.33973480916811855,0.025704866751947567,0.15885909247003552
0.05399585930937425,0.05417668442992015,-0.2031158016851341,0.30881545762163354,0.03540280219981119,0.02023522944903641,0.08690669879244789,0.548639811937071
0.13441420617700664,0.09763876334840889,0.7109287725133586,0.06298359915280446,0.25342879507528626,0.3258635885017926,0.06166285251293118,0.2960611647571856
0.1760247243474878,0.12024385261775158,0.9233297331251448,0.13790662132491166,0.30091435299178537,0.3019171201973198,0.23080097051946075,0.028460934966522352
0.081915543051756,0.037963298675589,0.44557621813388293,0.541261983102295,0.11607923428309257,0.06194892240136535,0.012492818106003709,0.2682170421072435
0.08289199801556746,0.056644268796412156,0.3158659895473968,0.35827642113910396,0.005294749061554012,0.22715883162805067,0.08129513211243533,0.32797486605885606
0.18523296417505478,0.13784815151688887,0.8722131044341503,0.040227096532403,0.24652463327824686,0.10265634339403885,0.5795311593342181,0.031060767461093344
0.15968373476622807,0.12944718762418475,0.7314468278841016,0.07556160851679446,0.021817924410442918,0.468476412797136,0.3801034328582761,0.054040621417350665
0.16559133796890055,0.10250998679392766,0.9812832984859894,0.233521900449247,0.3678906733260661,0.17537095195799757,0.1632803534671001,0.059936120799589085
0.18589549511294468,0.13245472792977256,0.9127306892136263,0.016030296359193025,0.3731949238587115,0.3783867604849722,0.16447079442250528,0.06791722487461786
0.1477353120026814,0.11036640337559443,0.7496421870441855,0.05584003368100493,0.16826918634982324,0.2956127694311888,0.2835281610037568,0.19674984953422633
0.12128140442204326,0.09136387009354456,0.6160137958737794,0.2276729519657396,0.01947859482211083,0.03907038496023294,0.5071184365308266,0.20665963172109014
0.15424883787116064,0.13386598815445458,0.6667028653177036,0.0066673964273052415,0.0772100875732077,0.7859510151746232,0.00366176705956775,0.1265097337652962
0.1272460727557765,0.08417417294726792,0.7394913496182662,0.17573524011290187,0.2600180276883,0.23310137533760497,0.05608654230317353,0.2750588145580196
0.11079939042006672,0.09038593852787462,0.506709242233983,0.05440909094390652,0.07908212201516786,0.2757096611364212,0.2107009741005064,0.38009815180399814
0.13775366661666905,0.07479461358139351,0.9727126477830725,0.38598988746584206,0.3025234064168365,0.03542112371528062,0.16508851008322142,0.11097707231881954
0.1823111805573425,0.12231690515954435,0.9590757745573056,0.03673119347138015,0.4743809047647233,0.06558128500007902,0.29233323240990194,0.13097338435391584
